pharmacy_id,name,distance_km,price,stock,expiry_date,city,state,target_score
P312,Med Pharmacy,0.16,82,103,2027-04-18,Chennai,Tamil Nadu,0.7566
P313,Care Pharmacy,0.05,115,166,2026-06-15,Pune,Maharashtra,0.6633
P314,Med Chemists,6.57,90,14,2026-11-21,Mumbai,Maharashtra,0.4548
P315,Pharma Chemists,3.62,112,84,2026-06-19,Bangalore,Karnataka,0.5568
P316,HealthPlus Medicals,2.38,92,0,2026-05-07,Hyderabad,Telangana,0.5432
P317,Apollo Medicals,1.05,45,53,2028-02-29,Mumbai,Maharashtra,0.782
P318,Care Medicals,0.38,84,145,2028-02-10,Kolkata,West Bengal,0.7449
P319,Med Medicals,0.34,31,190,2026-03-25,Mumbai,Maharashtra,0.872
P320,Med Medicals,0.58,24,154,2028-02-26,Kolkata,West Bengal,0.9145
P321,Apollo Drugstore,1.59,77,58,2028-01-13,Pune,Maharashtra,0.6805
P322,Wellness Chemists,2.51,39,158,2027-04-24,Mumbai,Maharashtra,0.8193
P323,MedPlus Drugstore,2.16,36,182,2026-10-17,Pune,Maharashtra,0.8374
P324,Life Drugstore,0.66,20,1,2028-06-03,Kolkata,West Bengal,0.8003
P325,Care Pharmacy,6.2,23,47,2028-10-20,Pune,Maharashtra,0.7013
P326,MedPlus Pharmacy,2.68,27,0,2027-10-01,Pune,Maharashtra,0.7248
P327,Apollo Drugstore,1.62,69,0,2027-04-17,Delhi,Delhi,0.6305
P328,Med Medicals,1.89,30,77,2026-09-30,Mumbai,Maharashtra,0.8334
P329,Wellness Chemists,1.09,53,76,2026-05-12,Kolkata,West Bengal,0.7863
P330,Care Medicals,0.57,100,152,2028-06-30,Mumbai,Maharashtra,0.6931
P331,Wellness Drugstore,0.88,35,101,2028-01-23,Kolkata,West Bengal,0.8744
P332,Pharma Drugstore,2.84,86,166,2026-09-10,Hyderabad,Telangana,0.6734
P333,Life Medicals,0.03,76,45,2027-09-20,Hyderabad,Telangana,0.7088
P334,Pharma Medicals,0.25,58,71,2028-02-18,Kolkata,West Bengal,0.7879
P335,MedPlus Medicals,0.09,97,46,2026-01-30,Ahmedabad,Gujarat,0.5812
P336,HealthPlus Chemists,0.08,68,0,2028-03-22,Ahmedabad,Gujarat,0.6745
P337,Wellness Drugstore,3.87,43,168,2028-04-20,Pune,Maharashtra,0.7714
P338,MedPlus Chemists,2.43,96,149,2028-10-08,Pune,Maharashtra,0.6552
P339,Apollo Drugstore,1.29,92,163,2026-07-17,Chennai,Tamil Nadu,0.6973
P340,Life Medicals,0.21,106,11,2028-03-03,Kolkata,West Bengal,0.574
P341,Med Pharmacy,1.35,10,66,2028-11-02,Chennai,Tamil Nadu,0.8923
P342,Pharma Drugstore,1.28,69,197,2028-09-25,Delhi,Delhi,0.7646
P343,Life Pharmacy,0.38,69,75,2026-05-30,Mumbai,Maharashtra,0.7574
P344,Wellness Drugstore,1.14,54,116,2028-08-21,Kolkata,West Bengal,0.8121
P345,Pharma Pharmacy,1.02,84,178,2026-04-22,Hyderabad,Telangana,0.7188
P346,Apollo Pharmacy,1.91,34,87,2026-11-07,Chennai,Tamil Nadu,0.8337
P347,Wellness Medicals,2.02,64,109,2027-03-25,Pune,Maharashtra,0.7595
P348,Wellness Medicals,0.09,107,110,2027-01-14,Ahmedabad,Gujarat,0.6855
P349,Med Chemists,0.94,27,54,2026-04-13,Mumbai,Maharashtra,0.8234
P350,Wellness Drugstore,1.97,52,117,2028-09-03,Kolkata,West Bengal,0.7958
P351,Med Chemists,1.4,83,89,2028-06-30,Delhi,Delhi,0.7068
P352,Care Pharmacy,3.88,32,30,2026-08-02,Delhi,Delhi,0.7157
P353,Life Medicals,2.15,82,107,2028-01-30,Pune,Maharashtra,0.7035
P354,Wellness Chemists,0.36,103,177,2026-11-25,Delhi,Delhi,0.69
P355,Pharma Drugstore,0.15,27,80,2026-03-25,Kolkata,West Bengal,0.8638
P356,Apollo Chemists,2.06,28,98,2028-10-06,Ahmedabad,Gujarat,0.8609
P357,Med Chemists,0.05,80,113,2026-05-24,Bangalore,Karnataka,0.7653
P358,HealthPlus Drugstore,1.76,17,57,2026-11-15,Ahmedabad,Gujarat,0.8497
P359,Pharma Pharmacy,5.63,81,68,2027-12-27,Bangalore,Karnataka,0.5736
P360,Pharma Medicals,1.71,62,188,2027-04-26,Hyderabad,Telangana,0.7736
P361,Apollo Chemists,0.98,49,22,2026-08-03,Chennai,Tamil Nadu,0.7334
P362,HealthPlus Drugstore,2.06,103,109,2026-09-17,Chennai,Tamil Nadu,0.6447
P363,HealthPlus Pharmacy,1.23,88,136,2026-11-15,Kolkata,West Bengal,0.7105
P364,Care Drugstore,1.58,86,131,2026-06-19,Delhi,Delhi,0.707
P365,Med Pharmacy,5.68,67,167,2026-09-03,Chennai,Tamil Nadu,0.6531
P366,Wellness Drugstore,0.98,60,173,2026-09-23,Hyderabad,Telangana,0.7989
P367,Med Chemists,6.5,64,162,2026-06-14,Pune,Maharashtra,0.64
P368,Care Drugstore,4.72,93,124,2025-12-11,Mumbai,Maharashtra,0.5022
P369,Pharma Drugstore,0.44,38,136,2028-05-03,Chennai,Tamil Nadu,0.8774
P370,Pharma Drugstore,0.14,72,72,2026-08-30,Ahmedabad,Gujarat,0.7513
P371,Life Pharmacy,0.21,13,160,2028-07-04,Bangalore,Karnataka,0.9565
P372,MedPlus Medicals,0.04,75,0,2028-04-30,Chennai,Tamil Nadu,0.6552
P373,Wellness Drugstore,0.2,52,0,2027-12-14,Hyderabad,Telangana,0.718
P374,MedPlus Drugstore,2.3,118,166,2028-02-25,Hyderabad,Telangana,0.5945
P375,HealthPlus Chemists,0.15,90,0,2027-02-16,Ahmedabad,Gujarat,0.6085
P376,MedPlus Medicals,0.77,87,132,2025-12-25,Bangalore,Karnataka,0.6347
P377,Life Pharmacy,3.73,81,33,2027-03-19,Pune,Maharashtra,0.5805
P378,MedPlus Pharmacy,0.05,28,94,2026-09-12,Pune,Maharashtra,0.9095
P379,Wellness Medicals,3.37,29,0,2026-11-07,Ahmedabad,Gujarat,0.7006
P380,Life Medicals,0.66,108,38,2028-05-30,Chennai,Tamil Nadu,0.5899
P381,MedPlus Pharmacy,0.25,46,31,2028-01-31,Kolkata,West Bengal,0.7729
P382,Med Drugstore,2.39,29,70,2027-04-28,Hyderabad,Telangana,0.8142
P383,Apollo Drugstore,1.98,47,155,2028-02-16,Hyderabad,Telangana,0.8101
P384,Apollo Medicals,4.2,80,28,2026-04-30,Bangalore,Karnataka,0.5612
P385,Life Drugstore,2.66,33,145,2026-11-24,Ahmedabad,Gujarat,0.8328
P386,MedPlus Pharmacy,3.25,82,3,2026-02-25,Bangalore,Karnataka,0.505
P387,Med Drugstore,0.66,107,128,2028-04-21,Pune,Maharashtra,0.6703
P388,MedPlus Medicals,0.39,42,0,2027-01-26,Delhi,Delhi,0.7421
P389,Life Chemists,2.78,100,195,2026-04-20,Hyderabad,Telangana,0.6238
P390,Med Medicals,3.29,19,22,2026-07-31,Ahmedabad,Gujarat,0.7593
P391,Apollo Drugstore,9.31,113,168,2026-08-07,Bangalore,Karnataka,0.4222
P392,Wellness Pharmacy,1.06,40,88,2027-05-20,Delhi,Delhi,0.8401
P393,Life Medicals,0.93,62,30,2026-02-04,Kolkata,West Bengal,0.6444
P394,Med Drugstore,3.0,74,67,2026-05-12,Ahmedabad,Gujarat,0.6629
P395,Pharma Drugstore,0.83,27,145,2026-10-24,Hyderabad,Telangana,0.8991
P396,MedPlus Pharmacy,5.34,57,0,2025-12-31,Chennai,Tamil Nadu,0.4795
P397,Apollo Chemists,3.91,63,38,2026-02-16,Pune,Maharashtra,0.5803
P398,HealthPlus Drugstore,1.12,49,184,2026-05-14,Kolkata,West Bengal,0.8272
P399,MedPlus Pharmacy,2.78,34,132,2028-03-06,Mumbai,Maharashtra,0.8267
P400,Pharma Drugstore,2.81,54,22,2025-12-22,Kolkata,West Bengal,0.577
P401,HealthPlus Drugstore,0.22,102,77,2027-04-16,Ahmedabad,Gujarat,0.6679
P402,Life Chemists,4.66,53,139,2027-04-22,Delhi,Delhi,0.7211
P403,Apollo Chemists,1.41,15,138,2025-12-25,Kolkata,West Bengal,0.8277
P404,Apollo Chemists,3.5,47,52,2027-04-07,Pune,Maharashtra,0.7096
P405,Pharma Pharmacy,0.77,45,0,2027-03-25,Pune,Maharashtra,0.7232
P406,Life Chemists,4.52,33,24,2028-02-21,Mumbai,Maharashtra,0.6882
P407,Apollo Chemists,0.99,119,33,2027-05-24,Kolkata,West Bengal,0.5428
P408,Med Drugstore,0.02,59,69,2027-01-25,Delhi,Delhi,0.7886
P409,MedPlus Medicals,4.72,23,115,2028-03-17,Mumbai,Maharashtra,0.8071
P410,Life Medicals,0.19,71,118,2026-08-08,Mumbai,Maharashtra,0.7879
P411,Wellness Drugstore,0.77,83,55,2027-10-08,Delhi,Delhi,0.6811
P412,MedPlus Medicals,5.99,62,0,2027-08-10,Hyderabad,Telangana,0.5344
P413,Wellness Pharmacy,6.02,83,115,2027-05-01,Mumbai,Maharashtra,0.5974
P414,Pharma Pharmacy,1.7,25,0,2027-03-06,Delhi,Delhi,0.7568
P415,HealthPlus Chemists,2.0,73,161,2026-05-27,Hyderabad,Telangana,0.7338
P416,MedPlus Pharmacy,1.19,19,165,2026-08-26,Mumbai,Maharashtra,0.9128
P417,Life Pharmacy,0.69,40,0,2028-05-11,Pune,Maharashtra,0.7399
P418,Pharma Pharmacy,0.8,74,109,2027-02-18,Delhi,Delhi,0.7628
P419,Care Drugstore,2.23,90,0,2027-04-23,Hyderabad,Telangana,0.553
P420,Pharma Chemists,2.79,90,0,2028-01-29,Delhi,Delhi,0.5381
P421,Med Medicals,3.14,115,134,2026-01-14,Pune,Maharashtra,0.5038
P422,Life Chemists,3.12,99,124,2028-09-29,Kolkata,West Bengal,0.628
P423,Med Drugstore,0.19,28,81,2026-02-04,Hyderabad,Telangana,0.827
P424,Apollo Chemists,1.36,83,196,2027-03-27,Delhi,Delhi,0.7217
P425,MedPlus Medicals,0.12,96,68,2026-03-30,Chennai,Tamil Nadu,0.6518
P426,Med Drugstore,1.59,32,60,2027-12-10,Bangalore,Karnataka,0.8143
P427,Life Medicals,1.17,107,48,2028-09-09,Hyderabad,Telangana,0.5917
P428,Wellness Chemists,4.37,11,14,2027-02-27,Bangalore,Karnataka,0.7439
P429,Pharma Pharmacy,0.86,76,157,2026-08-30,Kolkata,West Bengal,0.7554
P430,Wellness Drugstore,0.25,12,37,2026-09-22,Mumbai,Maharashtra,0.8796
P431,Life Pharmacy,0.31,74,169,2026-06-30,Kolkata,West Bengal,0.7759
P432,Care Drugstore,2.87,27,187,2028-08-29,Kolkata,West Bengal,0.8447
P433,Wellness Drugstore,1.93,54,150,2028-01-19,Hyderabad,Telangana,0.791
P434,Care Medicals,0.21,50,0,2028-02-15,Bangalore,Karnataka,0.7236
P435,Wellness Drugstore,0.18,90,163,2028-09-17,Delhi,Delhi,0.7327
P436,Life Pharmacy,2.41,46,81,2026-06-05,Kolkata,West Bengal,0.7778
P437,Pharma Pharmacy,0.15,44,63,2027-11-23,Hyderabad,Telangana,0.8214
P438,MedPlus Pharmacy,3.45,23,112,2026-11-11,Pune,Maharashtra,0.8409
P439,Pharma Chemists,2.45,66,96,2028-08-13,Chennai,Tamil Nadu,0.7372
P440,Wellness Chemists,0.17,39,8,2027-09-19,Hyderabad,Telangana,0.7667
P441,MedPlus Pharmacy,0.18,53,96,2026-05-08,Mumbai,Maharashtra,0.8356
P442,Life Chemists,8.63,21,167,2028-05-13,Delhi,Delhi,0.7086
P443,Apollo Pharmacy,0.94,53,48,2027-06-02,Hyderabad,Telangana,0.7553
P444,Care Medicals,0.93,18,100,2028-09-06,Delhi,Delhi,0.9227
P445,Apollo Drugstore,3.35,18,22,2028-08-15,Chennai,Tamil Nadu,0.7607
P446,MedPlus Pharmacy,5.88,36,163,2026-05-22,Ahmedabad,Gujarat,0.7382
P447,MedPlus Drugstore,8.54,70,125,2027-06-01,Mumbai,Maharashtra,0.5681
P448,Med Medicals,2.8,80,97,2028-06-05,Bangalore,Karnataka,0.6883
P449,Care Chemists,0.94,72,57,2026-04-11,Delhi,Delhi,0.6945
P450,MedPlus Pharmacy,0.17,101,138,2027-03-16,Bangalore,Karnataka,0.7009
P451,Med Chemists,3.0,94,121,2027-04-02,Ahmedabad,Gujarat,0.6458
P452,Care Pharmacy,1.63,83,0,2028-10-29,Delhi,Delhi,0.5895
P453,MedPlus Chemists,1.1,57,42,2027-01-04,Delhi,Delhi,0.7319
P454,Apollo Chemists,4.74,36,111,2026-10-04,Hyderabad,Telangana,0.7686
P455,Life Pharmacy,0.24,28,142,2027-10-04,Hyderabad,Telangana,0.9119
P456,Pharma Pharmacy,1.36,102,133,2026-07-24,Pune,Maharashtra,0.6662
P457,Wellness Medicals,0.02,95,149,2026-06-29,Mumbai,Maharashtra,0.7224
P458,MedPlus Drugstore,1.26,101,88,2027-05-30,Pune,Maharashtra,0.6568
P459,Pharma Chemists,0.12,14,70,2028-03-07,Bangalore,Karnataka,0.9185
P460,Med Drugstore,0.25,36,190,2027-06-09,Kolkata,West Bengal,0.8883
P461,Apollo Drugstore,0.25,52,71,2026-06-25,Chennai,Tamil Nadu,0.8054
P462,Wellness Drugstore,2.1,85,82,2028-04-07,Mumbai,Maharashtra,0.6736
P463,HealthPlus Chemists,2.74,61,104,2028-10-28,Kolkata,West Bengal,0.749
P464,Apollo Medicals,1.75,22,181,2026-09-09,Bangalore,Karnataka,0.8892
P465,Wellness Medicals,6.55,56,14,2028-06-27,Bangalore,Karnataka,0.5545
P466,Life Medicals,0.94,51,118,2026-08-16,Bangalore,Karnataka,0.8262
P467,HealthPlus Drugstore,0.67,86,114,2028-08-03,Kolkata,West Bengal,0.7313
P468,Life Medicals,4.06,61,0,2026-01-31,Pune,Maharashtra,0.5235
P469,Apollo Medicals,0.51,102,54,2027-03-12,Chennai,Tamil Nadu,0.6314
P470,Care Chemists,6.61,70,199,2025-12-24,Ahmedabad,Gujarat,0.5279
P471,Wellness Medicals,0.02,106,2,2027-08-23,Hyderabad,Telangana,0.5678
P472,Med Chemists,7.01,63,64,2027-08-16,Pune,Maharashtra,0.5843
P473,MedPlus Pharmacy,0.09,91,95,2027-07-07,Hyderabad,Telangana,0.7259
P474,MedPlus Chemists,4.44,23,70,2027-06-26,Hyderabad,Telangana,0.777
P475,Care Medicals,1.5,40,195,2026-04-01,Pune,Maharashtra,0.8197
P476,Life Medicals,9.91,28,127,2027-05-21,Pune,Maharashtra,0.6541
P477,Med Chemists,0.15,27,181,2026-12-29,Kolkata,West Bengal,0.9173
P478,HealthPlus Chemists,1.61,101,129,2026-11-19,Delhi,Delhi,0.6625
P479,Care Pharmacy,6.97,69,189,2026-12-15,Kolkata,West Bengal,0.6129
P480,MedPlus Medicals,1.48,57,190,2028-04-15,Kolkata,West Bengal,0.7943
P481,Life Drugstore,1.99,88,118,2028-07-26,Bangalore,Karnataka,0.6903
P482,MedPlus Chemists,2.38,45,30,2028-01-26,Hyderabad,Telangana,0.7178
P483,Med Pharmacy,1.21,28,51,2028-06-30,Delhi,Delhi,0.8248
P484,Life Medicals,1.98,30,85,2026-12-03,Kolkata,West Bengal,0.8409
P485,Apollo Pharmacy,1.76,70,53,2026-11-16,Delhi,Delhi,0.6902
P486,Pharma Pharmacy,4.63,40,111,2028-03-11,Pune,Maharashtra,0.7599
P487,Pharma Chemists,0.09,10,136,2028-01-09,Bangalore,Karnataka,0.9684
P488,Life Medicals,0.66,28,1,2027-04-29,Chennai,Tamil Nadu,0.777
P489,Life Drugstore,6.01,24,98,2027-08-24,Delhi,Delhi,0.7672
P490,MedPlus Pharmacy,4.42,73,74,2028-11-05,Kolkata,West Bengal,0.6367
P491,Med Medicals,1.22,76,125,2026-12-26,Delhi,Delhi,0.7458
P492,Med Pharmacy,1.94,41,186,2027-02-11,Bangalore,Karnataka,0.8287
P493,Wellness Pharmacy,0.65,73,166,2028-01-13,Hyderabad,Telangana,0.7698
P494,Apollo Pharmacy,0.42,92,167,2026-03-14,Mumbai,Maharashtra,0.6844
P495,Med Chemists,1.25,56,140,2026-10-15,Chennai,Tamil Nadu,0.8033
P496,Apollo Drugstore,0.87,79,25,2027-06-11,Delhi,Delhi,0.6526
P497,Med Pharmacy,1.75,93,158,2026-07-27,Mumbai,Maharashtra,0.6821
P498,Pharma Medicals,0.16,88,199,2027-01-23,Kolkata,West Bengal,0.7391
P499,Med Drugstore,7.33,26,140,2027-02-04,Ahmedabad,Gujarat,0.7287
P500,Life Medicals,8.57,10,0,2026-07-20,Ahmedabad,Gujarat,0.6173
P501,Wellness Pharmacy,2.4,72,185,2027-05-14,Chennai,Tamil Nadu,0.726
P502,Pharma Drugstore,1.54,52,0,2026-11-28,Bangalore,Karnataka,0.6823
P503,Care Drugstore,0.74,58,189,2026-03-09,Bangalore,Karnataka,0.7715
P504,Wellness Medicals,3.36,58,112,2027-06-08,Mumbai,Maharashtra,0.7412
P505,Life Drugstore,2.31,31,102,2028-06-27,Hyderabad,Telangana,0.848
P506,Med Chemists,0.35,78,42,2026-04-05,Delhi,Delhi,0.6698
P507,MedPlus Chemists,4.84,95,145,2026-12-12,Pune,Maharashtra,0.5938
P508,Life Pharmacy,3.46,36,124,2028-03-27,Ahmedabad,Gujarat,0.8027
P509,Apollo Pharmacy,5.98,58,0,2027-03-09,Kolkata,West Bengal,0.5464
P510,MedPlus Chemists,2.59,112,63,2028-02-02,Delhi,Delhi,0.558
P511,Apollo Pharmacy,1.9,116,40,2028-07-24,Ahmedabad,Gujarat,0.536
P512,Wellness Pharmacy,1.08,77,61,2027-06-28,Bangalore,Karnataka,0.6979
P513,HealthPlus Chemists,5.4,82,0,2028-06-02,Ahmedabad,Gujarat,0.4918
P514,MedPlus Chemists,4.02,72,30,2026-01-11,Mumbai,Maharashtra,0.5161
P515,Med Chemists,0.09,26,0,2026-06-10,Hyderabad,Telangana,0.7968
P516,HealthPlus Chemists,0.05,59,13,2028-06-23,Kolkata,West Bengal,0.7178
P517,Pharma Drugstore,0.94,65,24,2027-03-05,Bangalore,Karnataka,0.6904
P518,Life Drugstore,3.33,116,74,2028-01-10,Mumbai,Maharashtra,0.5404
P519,Apollo Medicals,8.73,72,183,2028-03-23,Mumbai,Maharashtra,0.5572
P520,Care Medicals,0.33,32,100,2026-12-31,Kolkata,West Bengal,0.8979
P521,MedPlus Chemists,1.8,39,162,2026-08-15,Ahmedabad,Gujarat,0.8383
P522,Pharma Medicals,0.96,68,135,2028-05-10,Ahmedabad,Gujarat,0.7761
P523,Wellness Medicals,7.01,24,99,2027-09-26,Pune,Maharashtra,0.7418
P524,Med Medicals,3.69,52,87,2028-06-20,Delhi,Delhi,0.7337
P525,Wellness Chemists,3.64,104,191,2027-09-09,Chennai,Tamil Nadu,0.5996
P526,HealthPlus Medicals,1.26,106,74,2026-09-03,Delhi,Delhi,0.6247
P527,Life Pharmacy,1.07,67,122,2028-04-08,Hyderabad,Telangana,0.7761
P528,Med Pharmacy,0.64,74,6,2026-03-24,Bangalore,Karnataka,0.6204
P529,HealthPlus Drugstore,0.12,34,174,2026-04-12,Hyderabad,Telangana,0.8817
P530,HealthPlus Pharmacy,4.0,76,115,2027-03-10,Pune,Maharashtra,0.6717
P531,HealthPlus Drugstore,3.35,91,97,2027-09-07,Bangalore,Karnataka,0.6415
P532,Apollo Drugstore,15.0,49,199,2028-05-31,Chennai,Tamil Nadu,0.4571
P533,Life Medicals,11.39,38,114,2026-05-07,Delhi,Delhi,0.5854
P534,Wellness Pharmacy,1.62,54,109,2027-05-31,Delhi,Delhi,0.7993
P535,Wellness Drugstore,2.93,15,119,2026-10-19,Bangalore,Karnataka,0.8781
P536,Wellness Drugstore,5.79,82,198,2027-08-14,Ahmedabad,Gujarat,0.6064
P537,Life Pharmacy,3.79,61,56,2026-04-24,Delhi,Delhi,0.6584
P538,Med Chemists,0.57,27,56,2027-10-16,Kolkata,West Bengal,0.8511
P539,Life Drugstore,1.2,62,192,2028-08-04,Bangalore,Karnataka,0.7872
P540,MedPlus Drugstore,0.28,69,164,2027-04-19,Bangalore,Karnataka,0.7913
P541,Life Chemists,6.16,31,65,2027-07-08,Bangalore,Karnataka,0.7016
P542,Life Chemists,1.86,68,75,2027-01-04,Kolkata,West Bengal,0.7208
P543,MedPlus Pharmacy,0.52,56,197,2025-12-21,Mumbai,Maharashtra,0.729
P544,HealthPlus Medicals,2.23,85,26,2028-05-15,Mumbai,Maharashtra,0.6001
P545,Wellness Pharmacy,1.93,85,0,2026-05-05,Bangalore,Karnataka,0.5756
P546,Wellness Drugstore,0.89,78,147,2027-05-19,Pune,Maharashtra,0.7488
P547,Med Chemists,0.24,97,110,2028-02-11,Mumbai,Maharashtra,0.7107
P548,Apollo Pharmacy,2.23,80,179,2027-12-08,Mumbai,Maharashtra,0.7072
P549,Care Drugstore,1.47,84,72,2028-05-20,Pune,Maharashtra,0.6808
P550,Med Pharmacy,2.96,70,136,2028-02-14,Hyderabad,Telangana,0.7169
P551,Wellness Drugstore,1.47,98,2,2026-09-21,Mumbai,Maharashtra,0.5525
P552,Apollo Pharmacy,3.82,97,100,2026-05-29,Hyderabad,Telangana,0.6152
P553,HealthPlus Drugstore,1.61,45,165,2026-09-23,Delhi,Delhi,0.8258
P554,Wellness Medicals,1.65,109,64,2026-12-12,Bangalore,Karnataka,0.5931
P555,Pharma Pharmacy,4.19,63,17,2027-01-14,Ahmedabad,Gujarat,0.6008
P556,Life Drugstore,1.03,42,167,2027-07-12,Mumbai,Maharashtra,0.85
P557,HealthPlus Drugstore,0.29,81,84,2027-08-24,Delhi,Delhi,0.736
P558,Life Drugstore,0.06,64,1,2027-03-04,Pune,Maharashtra,0.688
P559,Care Drugstore,2.81,43,187,2028-08-14,Ahmedabad,Gujarat,0.7996
P560,Pharma Drugstore,1.94,59,141,2026-05-22,Hyderabad,Telangana,0.7762
P561,Wellness Medicals,2.44,61,0,2026-05-09,Bangalore,Karnataka,0.632
P562,Apollo Chemists,0.48,86,9,2028-07-29,Delhi,Delhi,0.6226
P563,Life Chemists,0.29,61,197,2027-07-24,Delhi,Delhi,0.8144
P564,Pharma Pharmacy,0.03,66,0,2027-04-09,Delhi,Delhi,0.6817
P565,Wellness Chemists,0.86,30,144,2026-10-01,Ahmedabad,Gujarat,0.8896
P566,Life Pharmacy,1.78,57,124,2027-05-31,Kolkata,West Bengal,0.7863
P567,HealthPlus Pharmacy,1.0,96,132,2027-12-15,Pune,Maharashtra,0.6933
P568,Pharma Chemists,1.15,11,166,2027-06-19,Hyderabad,Telangana,0.9372
P569,Wellness Chemists,4.69,100,93,2026-05-14,Hyderabad,Telangana,0.5745
P570,Med Medicals,0.86,83,90,2027-11-12,Ahmedabad,Gujarat,0.7225
P571,Pharma Pharmacy,1.44,97,35,2027-03-22,Mumbai,Maharashtra,0.5974
P572,Care Medicals,3.06,29,40,2026-08-05,Chennai,Tamil Nadu,0.7588
P573,Med Drugstore,1.01,34,172,2027-02-10,Delhi,Delhi,0.8739
P574,Med Pharmacy,1.95,37,32,2026-10-31,Delhi,Delhi,0.7551
P575,Apollo Medicals,3.97,17,66,2028-10-29,Pune,Maharashtra,0.8021
P576,Apollo Drugstore,5.97,21,114,2028-07-28,Ahmedabad,Gujarat,0.7795
P577,Wellness Medicals,0.32,76,36,2026-12-13,Hyderabad,Telangana,0.6898
P578,Wellness Drugstore,5.22,82,0,2028-01-19,Pune,Maharashtra,0.4966
P579,Wellness Pharmacy,1.36,13,133,2028-10-03,Pune,Maharashtra,0.9258
P580,Wellness Pharmacy,0.6,42,157,2028-10-01,Mumbai,Maharashtra,0.8615
P581,MedPlus Chemists,1.23,93,154,2025-12-08,Pune,Maharashtra,0.5932
P582,Med Drugstore,7.83,32,135,2028-08-19,Pune,Maharashtra,0.6979
P583,Life Pharmacy,1.36,63,65,2027-03-27,Mumbai,Maharashtra,0.7362
P584,Care Chemists,0.8,43,1,2025-12-20,Mumbai,Maharashtra,0.6351
P585,Apollo Chemists,2.01,94,176,2028-03-22,Kolkata,West Bengal,0.6722
P586,MedPlus Medicals,0.55,79,149,2028-04-21,Kolkata,West Bengal,0.7549
P587,Care Chemists,0.16,44,141,2028-08-20,Delhi,Delhi,0.8674
P588,Life Chemists,0.28,46,147,2028-02-29,Delhi,Delhi,0.8584
P589,MedPlus Medicals,0.27,87,179,2026-06-29,Chennai,Tamil Nadu,0.739
P590,Med Drugstore,0.33,94,178,2026-03-22,Delhi,Delhi,0.6865
P591,Med Pharmacy,0.3,42,37,2028-05-15,Mumbai,Maharashtra,0.7907
P592,MedPlus Drugstore,2.05,44,20,2028-02-01,Pune,Maharashtra,0.717
P593,Care Pharmacy,0.4,47,126,2027-01-23,Hyderabad,Telangana,0.8523
P594,HealthPlus Pharmacy,0.85,97,132,2026-11-18,Bangalore,Karnataka,0.6944
P595,Life Medicals,4.54,88,0,2027-06-24,Pune,Maharashtra,0.4973
P596,Life Chemists,1.28,74,51,2026-04-25,Mumbai,Maharashtra,0.6818
P597,Care Drugstore,2.2,79,70,2027-01-08,Ahmedabad,Gujarat,0.6734
P598,Med Pharmacy,0.38,43,104,2026-05-03,Hyderabad,Telangana,0.8631
P599,Life Pharmacy,0.43,100,65,2027-05-02,Ahmedabad,Gujarat,0.6531
P600,Med Chemists,0.08,60,86,2028-07-02,Ahmedabad,Gujarat,0.8054
P601,Apollo Chemists,0.37,27,17,2027-03-02,Chennai,Tamil Nadu,0.8076
P602,Life Chemists,0.65,66,0,2027-05-29,Chennai,Tamil Nadu,0.6652
P603,Care Pharmacy,0.39,77,191,2026-05-10,Delhi,Delhi,0.765
P604,Pharma Drugstore,0.19,56,146,2026-12-30,Ahmedabad,Gujarat,0.8316
P605,HealthPlus Medicals,0.26,62,67,2027-01-25,Chennai,Tamil Nadu,0.771
P606,Life Medicals,1.24,21,20,2028-09-09,Bangalore,Karnataka,0.8057
P607,Apollo Chemists,0.46,71,80,2027-06-21,Ahmedabad,Gujarat,0.7557
P608,Wellness Drugstore,0.91,62,192,2026-03-26,Pune,Maharashtra,0.7671
P609,Pharma Pharmacy,1.4,80,100,2026-11-28,Ahmedabad,Gujarat,0.7293
P610,MedPlus Chemists,2.34,67,0,2027-02-10,Pune,Maharashtra,0.6172
P611,MedPlus Drugstore,0.08,70,66,2027-05-28,Chennai,Tamil Nadu,0.7512
P612,Care Chemists,3.21,93,93,2028-04-22,Chennai,Tamil Nadu,0.6344
P613,Med Drugstore,1.98,78,102,2026-12-09,Delhi,Delhi,0.7197
P614,HealthPlus Pharmacy,0.17,64,60,2028-01-25,Chennai,Tamil Nadu,0.7588
P615,Wellness Medicals,4.14,90,2,2028-09-24,Delhi,Delhi,0.5046
P616,Life Chemists,5.07,51,143,2026-03-13,Pune,Maharashtra,0.6792
P617,MedPlus Medicals,0.13,18,65,2026-06-21,Ahmedabad,Gujarat,0.9003
P618,Life Drugstore,0.65,62,143,2027-05-17,Kolkata,West Bengal,0.8018
P619,Apollo Chemists,3.28,31,173,2027-01-17,Delhi,Delhi,0.8221
P620,Care Drugstore,2.76,67,130,2028-06-08,Mumbai,Maharashtra,0.731
P621,Med Drugstore,0.41,84,37,2027-10-27,Pune,Maharashtra,0.6653
P622,Med Pharmacy,0.47,20,87,2027-09-15,Hyderabad,Telangana,0.9129
P623,Care Chemists,0.93,67,113,2027-12-19,Ahmedabad,Gujarat,0.7798
P624,Med Medicals,1.33,55,5,2027-03-31,Hyderabad,Telangana,0.6854
P625,MedPlus Medicals,1.93,38,0,2028-08-01,Bangalore,Karnataka,0.7127
P626,Apollo Chemists,0.92,96,21,2026-10-20,Mumbai,Maharashtra,0.5967
